   -12.0000000000     0.0000226980     0.0000005320
   -11.9882812500     0.0000227436     0.0000010650
   -11.9765625000     0.0000227894     0.0000015992
   -11.9648437500     0.0000228352     0.0000021344
   -11.9531250000     0.0000228813     0.0000026706
   -11.9414062500     0.0000229274     0.0000032080
   -11.9296875000     0.0000229737     0.0000037465
   -11.9179687500     0.0000230201     0.0000042860
   -11.9062500000     0.0000230667     0.0000048266
   -11.8945312500     0.0000231134     0.0000053683
   -11.8828125000     0.0000231603     0.0000059112
   -11.8710937500     0.0000232073     0.0000064551
   -11.8593750000     0.0000232545     0.0000070001
   -11.8476562500     0.0000233018     0.0000075462
   -11.8359375000     0.0000233492     0.0000080935
   -11.8242187500     0.0000233968     0.0000086418
   -11.8125000000     0.0000234446     0.0000091913
   -11.8007812500     0.0000234924     0.0000097419
   -11.7890625000     0.0000235405     0.0000102937
   -11.7773437500     0.0000235887     0.0000108465
   -11.7656250000     0.0000236370     0.0000114005
   -11.7539062500     0.0000236855     0.0000119556
   -11.7421875000     0.0000237341     0.0000125119
   -11.7304687500     0.0000237829     0.0000130693
   -11.7187500000     0.0000238318     0.0000136279
   -11.7070312500     0.0000238809     0.0000141876
   -11.6953125000     0.0000239302     0.0000147485
   -11.6835937500     0.0000239796     0.0000153105
   -11.6718750000     0.0000240291     0.0000158737
   -11.6601562500     0.0000240788     0.0000164380
   -11.6484375000     0.0000241287     0.0000170035
   -11.6367187500     0.0000241787     0.0000175702
   -11.6250000000     0.0000242289     0.0000181381
   -11.6132812500     0.0000242792     0.0000187071
   -11.6015625000     0.0000243297     0.0000192773
   -11.5898437500     0.0000243804     0.0000198488
   -11.5781250000     0.0000244312     0.0000204214
   -11.5664062500     0.0000244821     0.0000209952
   -11.5546875000     0.0000245333     0.0000215702
   -11.5429687500     0.0000245846     0.0000221464
   -11.5312500000     0.0000246360     0.0000227238
   -11.5195312500     0.0000246877     0.0000233024
   -11.5078125000     0.0000247394     0.0000238822
   -11.4960937500     0.0000247914     0.0000244633
   -11.4843750000     0.0000248435     0.0000250455
   -11.4726562500     0.0000248958     0.0000256290
   -11.4609375000     0.0000249482     0.0000262138
   -11.4492187500     0.0000250008     0.0000267997
   -11.4375000000     0.0000250536     0.0000273869
   -11.4257812500     0.0000251066     0.0000279753
   -11.4140625000     0.0000251597     0.0000285650
   -11.4023437500     0.0000252130     0.0000291560
   -11.3906250000     0.0000252665     0.0000297481
   -11.3789062500     0.0000253201     0.0000303416
   -11.3671875000     0.0000253739     0.0000309363
   -11.3554687500     0.0000254279     0.0000315322
   -11.3437500000     0.0000254821     0.0000321295
   -11.3320312500     0.0000255364     0.0000327280
   -11.3203125000     0.0000255909     0.0000333278
   -11.3085937500     0.0000256456     0.0000339288
   -11.2968750000     0.0000257004     0.0000345312
   -11.2851562500     0.0000257555     0.0000351348
   -11.2734375000     0.0000258107     0.0000357398
   -11.2617187500     0.0000258661     0.0000363460
   -11.2500000000     0.0000259217     0.0000369536
   -11.2382812500     0.0000259774     0.0000375624
   -11.2265625000     0.0000260334     0.0000381726
   -11.2148437500     0.0000260895     0.0000387840
   -11.2031250000     0.0000261458     0.0000393968
   -11.1914062500     0.0000262023     0.0000400109
   -11.1796875000     0.0000262590     0.0000406264
   -11.1679687500     0.0000263158     0.0000412432
   -11.1562500000     0.0000263729     0.0000418613
   -11.1445312500     0.0000264301     0.0000424807
   -11.1328125000     0.0000264875     0.0000431015
   -11.1210937500     0.0000265452     0.0000437237
   -11.1093750000     0.0000266030     0.0000443472
   -11.0976562500     0.0000266610     0.0000449721
   -11.0859375000     0.0000267191     0.0000455983
   -11.0742187500     0.0000267775     0.0000462259
   -11.0625000000     0.0000268361     0.0000468549
   -11.0507812500     0.0000268949     0.0000474852
   -11.0390625000     0.0000269538     0.0000481169
   -11.0273437500     0.0000270130     0.0000487501
   -11.0156250000     0.0000270724     0.0000493846
   -11.0039062500     0.0000271319     0.0000500205
   -10.9921875000     0.0000271917     0.0000506578
   -10.9804687500     0.0000272516     0.0000512965
   -10.9687500000     0.0000273118     0.0000519366
   -10.9570312500     0.0000273721     0.0000525781
   -10.9453125000     0.0000274327     0.0000532211
   -10.9335937500     0.0000274934     0.0000538655
   -10.9218750000     0.0000275544     0.0000545113
   -10.9101562500     0.0000276156     0.0000551585
   -10.8984375000     0.0000276770     0.0000558072
   -10.8867187500     0.0000277385     0.0000564573
   -10.8750000000     0.0000278003     0.0000571089
   -10.8632812500     0.0000278623     0.0000577619
   -10.8515625000     0.0000279246     0.0000584164
   -10.8398437500     0.0000279870     0.0000590723
   -10.8281250000     0.0000280496     0.0000597297
   -10.8164062500     0.0000281125     0.0000603886
   -10.8046875000     0.0000281755     0.0000610490
   -10.7929687500     0.0000282388     0.0000617108
   -10.7812500000     0.0000283023     0.0000623742
   -10.7695312500     0.0000283660     0.0000630390
   -10.7578125000     0.0000284299     0.0000637053
   -10.7460937500     0.0000284941     0.0000643732
   -10.7343750000     0.0000285584     0.0000650425
   -10.7226562500     0.0000286230     0.0000657134
   -10.7109375000     0.0000286878     0.0000663857
   -10.6992187500     0.0000287529     0.0000670596
   -10.6875000000     0.0000288181     0.0000677350
   -10.6757812500     0.0000288836     0.0000684120
   -10.6640625000     0.0000289493     0.0000690905
   -10.6523437500     0.0000290152     0.0000697705
   -10.6406250000     0.0000290814     0.0000704521
   -10.6289062500     0.0000291478     0.0000711353
   -10.6171875000     0.0000292144     0.0000718200
   -10.6054687500     0.0000292812     0.0000725063
   -10.5937500000     0.0000293483     0.0000731941
   -10.5820312500     0.0000294156     0.0000738836
   -10.5703125000     0.0000294832     0.0000745746
   -10.5585937500     0.0000295510     0.0000752672
   -10.5468750000     0.0000296190     0.0000759614
   -10.5351562500     0.0000296873     0.0000766572
   -10.5234375000     0.0000297558     0.0000773546
   -10.5117187500     0.0000298245     0.0000780536
   -10.5000000000     0.0000298935     0.0000787542
   -10.4882812500     0.0000299627     0.0000794565
   -10.4765625000     0.0000300322     0.0000801603
   -10.4648437500     0.0000301019     0.0000808658
   -10.4531250000     0.0000301718     0.0000815730
   -10.4414062500     0.0000302420     0.0000822818
   -10.4296875000     0.0000303125     0.0000829922
   -10.4179687500     0.0000303832     0.0000837044
   -10.4062500000     0.0000304542     0.0000844181
   -10.3945312500     0.0000305254     0.0000851336
   -10.3828125000     0.0000305968     0.0000858507
   -10.3710937500     0.0000306685     0.0000865695
   -10.3593750000     0.0000307405     0.0000872900
   -10.3476562500     0.0000308127     0.0000880121
   -10.3359375000     0.0000308852     0.0000887360
   -10.3242187500     0.0000309580     0.0000894616
   -10.3125000000     0.0000310310     0.0000901889
